Location,Time,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,Births,Deaths,MedianAgePop,PopGrowthRate,NetMigrations,TFR,LEx,LExMale,LExFemale,LE15,LE65,CBR,CDR,PopSexRatio,InfantDeaths,Under5Deaths,PopChange,LE65Male,LE65Female,LE15Male,LE15Female,NatChange,PopDensity
Republic of Korea,1950,19757.321,10089.463,9667.858,784.803,931.034,17.6863,0.002,146.698,6.0628,22.2262,17.4717,34.571,21.2897,7.3665,39.722,47.123,104.3609,142.737,289.005,0.465,5.6607,9.4707,13.7031,41.1771,-146.231,199.6839
Republic of Korea,1951,19868.99,10018.324,9850.666,811.47,754.519,17.4779,1.122,165.917,6.0891,26.6418,20.9753,38.1926,25.6984,8.0752,40.841,37.975,101.702,132.153,246.671,222.872,6.3752,9.8888,17.2134,43.0096,56.951,200.8125
Republic of Korea,1952,20229.879,10144.22,10085.66,842.481,516.717,17.4542,2.466,173.145,6.1215,36.5663,31.7034,42.9298,37.289,9.123,41.645,25.542,100.5806,124.901,214.954,498.907,7.7708,10.3251,30.7677,45.7616,325.764,204.4599
Republic of Korea,1953,20775.325,10415.249,10360.076,879.007,458.268,17.565,2.85,171.248,6.1711,40.5054,36.827,44.8435,41.2752,9.6376,42.31,22.058,100.5326,117.83,191.061,591.984,8.3787,10.6987,36.3632,47.0744,420.739,209.9727
Republic of Korea,1954,21415.573,10751.396,10664.176,910.76,385.241,17.712,3.215,162.989,6.1738,46.0778,43.942,48.4248,45.6714,10.1496,42.528,17.989,100.8179,110.614,172.21,688.512,9.0347,11.0452,43.2666,48.3029,525.519,216.4435
Republic of Korea,1955,22125.103,11129.887,10995.216,942.519,363.086,17.8681,3.302,151.123,6.1687,48.3534,46.2008,50.7035,46.4508,10.4619,42.6,16.411,101.2248,103.923,157.322,730.547,9.3502,11.3444,44.0779,49.0297,579.433,223.6146
Republic of Korea,1956,22874.434,11516.74,11357.694,977.327,347.712,18.0177,3.358,138.492,6.175,50.2037,48.0571,52.5336,47.1009,10.7286,42.726,15.201,101.4003,98.494,146.033,768.116,9.6212,11.599,44.7615,49.6291,629.615,231.188
Republic of Korea,1957,23660.791,11911.603,11749.188,1016.567,339.825,18.1534,3.401,127.856,6.178,51.5543,49.4538,53.8151,47.5962,10.9341,42.964,14.362,101.3823,94.922,138.51,804.599,9.8291,11.793,45.2859,50.0743,676.742,239.1356
Republic of Korea,1958,24473.927,12319.762,12154.165,1051.167,347.167,18.2543,3.358,117.675,6.1523,51.8362,49.5445,54.3497,47.1692,10.763,42.95,14.185,101.3625,91.583,131.906,821.672,9.5481,11.7237,44.6521,49.9229,704.0,247.3538
Republic of Korea,1959,25298.233,12732.866,12565.368,1080.156,341.562,18.3061,3.269,88.341,6.0958,52.9353,50.5708,55.5159,47.5172,10.9038,42.697,13.501,101.333,88.818,126.9,826.94,9.6768,11.8663,45.0116,50.2393,738.594,255.6849
Republic of Korea,1960,26115.379,13142.885,12972.494,1098.755,338.65,18.3212,3.092,47.245,5.9942,53.7567,51.3799,56.3364,47.8345,11.0205,42.073,12.967,101.3135,85.818,121.922,807.353,9.7804,11.9881,45.3333,50.5342,760.105,263.9437
Republic of Korea,1961,26852.951,13518.34,13334.612,1096.972,335.992,18.2722,2.487,-93.179,5.8025,54.444,52.0314,57.0448,48.0932,11.1145,40.851,12.512,101.3778,82.183,116.75,667.79,9.853,12.0965,45.5871,50.7843,760.98,271.3982
Republic of Korea,1962,27509.237,13859.317,13649.92,1072.152,332.766,18.1273,2.344,-94.606,5.5623,55.0328,52.6529,57.5772,48.245,11.1503,38.974,12.097,101.534,77.588,110.492,644.782,9.903,12.1231,45.7991,50.8497,739.386,278.0312
Republic of Korea,1963,28145.54,14192.897,13952.642,1046.854,338.798,17.9025,2.231,-80.226,5.3336,54.9881,52.5039,57.6734,47.7714,10.9281,37.194,12.037,101.7219,72.322,103.234,627.824,9.6244,11.966,45.244,50.4913,708.056,284.4622
Republic of Korea,1964,28744.977,14508.782,14236.194,1011.083,337.758,17.6722,1.987,-102.284,5.0676,55.3355,52.6624,58.2592,47.6991,10.8951,35.174,11.75,101.9148,66.952,95.603,571.05,9.4891,12.0382,45.0093,50.6249,673.325,290.5206
Republic of Korea,1965,29284.338,14793.712,14490.626,988.466,334.413,17.5172,1.734,-146.386,4.8867,55.7837,52.8878,58.9899,47.7553,10.9073,33.754,11.42,102.0916,61.68,87.803,507.671,9.3801,12.1732,44.8571,50.9444,654.053,295.9718
Republic of Korea,1966,29845.941,15079.543,14766.397,978.557,346.334,17.4722,2.062,-16.688,4.782,55.4226,52.4625,58.7369,46.9651,10.5346,32.787,11.604,102.1207,56.999,80.131,615.535,8.9797,11.8401,44.0236,50.2377,632.223,301.6478
Republic of Korea,1967,30495.728,15399.824,15095.904,961.491,260.965,17.5093,2.243,-16.484,4.6148,60.8709,57.2379,64.8042,52.1446,12.959,31.529,8.557,102.0133,53.412,73.943,684.04,10.9141,14.6264,48.5429,56.0004,700.526,308.2151
Republic of Korea,1968,31175.29,15734.718,15440.572,958.414,266.46,17.5716,2.166,-16.868,4.5096,60.8684,57.1539,64.9221,51.7031,12.7116,30.743,8.547,101.905,49.916,68.375,675.084,10.6239,14.4204,48.039,55.6577,691.954,315.0833
Republic of Korea,1969,31852.761,16068.365,15784.396,965.717,264.694,17.6273,2.134,-21.175,4.4466,61.426,57.7193,65.435,51.9441,12.7917,30.318,8.31,101.799,47.274,64.091,679.858,10.6836,14.4942,48.2878,55.8535,701.023,321.9304
Republic of Korea,1970,32542.197,16408.688,16133.509,987.604,260.575,17.6945,2.148,-27.999,4.4586,62.1754,58.4686,66.1456,52.2269,12.872,30.348,8.007,101.7056,45.164,60.4,699.014,10.7616,14.5543,48.6068,56.0549,727.029,328.8984
Republic of Korea,1971,33239.853,16764.507,16475.346,961.733,259.117,17.8296,2.095,-6.326,4.2585,62.6697,58.9016,66.6958,52.5315,12.973,28.933,7.795,101.7551,41.806,55.879,696.298,10.7923,14.7102,48.8304,56.4391,702.616,335.9495
Republic of Korea,1972,33936.466,17132.133,16804.333,928.258,256.711,18.0128,2.054,25.382,4.0197,63.2199,59.3472,67.3772,52.8161,13.0586,27.353,7.564,101.9507,38.567,51.908,696.927,10.802,14.8798,49.0095,56.8561,671.547,342.9901
Republic of Korea,1973,34625.849,17498.278,17127.572,900.511,254.44,18.2242,1.969,35.779,3.8026,63.7732,59.8501,67.9893,53.0961,13.1221,26.007,7.348,102.1644,35.373,47.707,681.841,10.8246,14.9965,49.2432,57.1912,646.071,349.9575
Republic of Korea,1974,35287.837,17854.607,17433.23,868.32,253.2,18.5043,1.82,27.005,3.5551,64.2389,60.2415,68.5507,53.3505,13.1762,24.607,7.175,102.4171,32.465,44.014,642.134,10.8247,15.1221,49.424,57.5415,615.12,356.6481
Republic of Korea,1975,35875.742,18172.463,17703.28,838.408,252.398,18.8465,1.488,-52.332,3.3126,64.667,60.6006,69.0715,53.5868,13.2208,23.37,7.035,102.6503,29.821,40.499,533.677,10.8185,15.235,49.5907,57.8708,586.01,362.59
Republic of Korea,1976,36379.925,18431.423,17948.502,819.505,252.496,19.2148,1.305,-92.314,3.1191,65.0115,60.8775,69.5068,53.8092,13.2652,22.526,6.941,102.6906,27.578,37.205,474.688,10.805,15.3465,49.7358,58.1964,567.009,367.6857
Republic of Korea,1977,36843.637,18658.113,18185.523,807.976,264.507,19.5938,1.229,-90.737,2.9542,64.6207,60.3444,69.3786,53.2383,12.8964,21.93,7.179,102.5987,26.35,35.097,452.736,10.3769,15.0841,49.0217,57.8937,543.469,372.3723
Republic of Korea,1978,37281.935,18872.127,18409.807,772.737,263.169,20.0004,1.137,-85.721,2.6995,64.9607,60.4841,70.0058,53.4099,12.9377,20.727,7.059,102.5113,24.12,32.05,423.86,10.2859,15.2698,48.9932,58.3529,509.568,376.8021
Republic of Korea,1979,37710.899,19081.885,18629.014,823.277,249.629,20.449,1.151,-139.566,2.7481,66.1067,61.4626,71.292,54.4022,13.4374,21.831,6.62,102.431,24.143,31.417,434.068,10.6197,15.8785,49.8179,59.4829,573.648,381.1376
Republic of Korea,1980,38141.106,19294.155,18846.952,853.589,278.898,20.9232,1.118,-148.341,2.7338,64.8484,60.5317,69.6697,52.9708,12.5343,22.38,7.312,102.3728,23.629,30.327,426.347,10.0189,14.6926,48.7165,57.6895,574.691,385.4856
Republic of Korea,1981,38689.189,19564.785,19124.404,895.271,243.913,21.3871,1.731,18.442,2.6691,67.1406,62.4259,72.3236,55.0953,13.7016,23.14,6.304,102.3027,23.064,29.202,669.818,10.7999,16.1421,50.4388,60.1723,651.358,391.025
Republic of Korea,1982,39356.154,19894.327,19461.827,868.685,253.202,21.8287,1.687,48.638,2.4309,67.0612,62.5045,72.0299,54.8142,13.4435,22.072,6.434,102.2223,21.094,26.81,664.113,10.6804,15.7405,50.3177,59.6785,615.483,397.7659
Republic of Korea,1983,40000.941,20215.161,19785.781,790.777,267.484,22.2806,1.564,102.167,2.1023,66.7252,62.3223,71.5289,54.3165,13.0615,19.769,6.687,102.1701,17.958,23.255,625.46,10.4484,15.2373,49.9669,59.0271,523.293,404.2827
Republic of Korea,1984,40598.3,20514.881,20083.419,717.482,249.618,22.7507,1.402,101.394,1.8316,68.1088,63.6915,72.8087,55.4978,13.6625,17.673,6.148,102.1484,15.177,20.034,569.259,10.9841,15.8352,51.1392,60.0958,467.864,410.3201
Republic of Korea,1985,41148.963,20795.318,20353.645,686.8,252.68,23.2538,1.293,97.949,1.7051,68.4083,63.9192,73.2195,55.6352,13.6758,16.691,6.141,102.17,13.269,17.52,532.066,10.9557,15.9176,51.1955,60.3564,434.12,415.8855
Republic of Korea,1986,41718.505,21096.896,20621.608,667.624,250.397,23.7634,1.455,189.782,1.6229,69.0349,64.5358,73.8367,56.0887,13.8699,16.003,6.002,102.3048,11.78,15.399,607.017,11.1276,16.1284,51.6349,60.8055,417.227,421.6418
Republic of Korea,1987,42322.092,21424.621,20897.47,656.703,254.59,24.2646,1.418,198.057,1.5714,69.315,64.9163,73.9882,56.2241,13.8774,15.517,6.016,102.5226,10.77,13.975,600.157,11.198,16.0673,51.8668,60.8212,402.113,427.7421
Republic of Korea,1988,42922.977,21753.73,21169.248,657.214,248.15,24.7741,1.402,192.534,1.5575,70.1603,65.7115,74.8681,56.9119,14.2256,15.311,5.781,102.761,9.822,12.565,601.614,11.4784,16.4597,52.5026,61.5451,409.064,433.8152
Republic of Korea,1989,43524.767,22086.858,21437.909,663.912,248.052,25.2875,1.383,186.12,1.5638,70.684,66.3374,75.2499,57.2924,14.3778,15.254,5.699,103.0271,9.096,11.57,601.966,11.6853,16.5475,52.983,61.7887,415.86,439.8974
Republic of Korea,1990,44081.427,22397.804,21683.623,684.376,252.318,25.8059,1.16,79.294,1.6025,70.9936,66.7918,75.3916,57.4993,14.4194,15.525,5.724,103.2936,8.603,10.873,511.354,11.8234,16.4996,53.3271,61.8374,432.058,445.5235
Republic of Korea,1991,44439.15,22598.261,21840.89,729.68,254.828,26.3365,0.459,-270.754,1.7017,71.4024,67.2413,75.766,57.7841,14.5282,16.42,5.734,103.4677,8.316,10.364,204.092,11.9514,16.5986,53.653,62.0915,474.852,449.1389
Republic of Korea,1992,44653.695,22718.936,21934.758,739.339,248.496,26.8621,0.504,-265.849,1.7379,72.1755,68.0547,76.431,58.4509,14.8841,16.557,5.565,103.575,7.783,9.625,224.998,12.294,16.9184,54.3572,62.6543,490.843,451.3073
Republic of Korea,1993,44887.724,22853.958,22033.766,711.775,245.924,27.3632,0.541,-222.802,1.6827,72.7453,68.6097,76.9973,58.936,15.1432,15.857,5.479,103.7224,6.979,8.698,243.059,12.5117,17.1948,54.8252,63.1386,465.851,453.6726
Republic of Korea,1994,45130.84,22996.873,22133.967,704.169,252.682,27.8512,0.539,-208.309,1.6705,72.889,68.7871,77.1276,58.9936,15.1217,15.603,5.599,103.8986,6.403,8.027,243.175,12.5164,17.1597,54.9148,63.1868,451.487,456.1297
Republic of Korea,1995,45368.425,23136.768,22231.658,692.785,252.294,28.3361,0.511,-208.491,1.6456,73.3752,69.345,77.5118,59.4048,15.3254,15.27,5.561,104.0713,5.849,7.395,231.995,12.7498,17.3224,55.396,63.5003,440.491,458.5309
Republic of Korea,1996,45638.7,23285.924,22352.776,672.524,248.261,28.8,0.676,-115.705,1.5993,74.0207,70.0141,78.1052,59.9808,15.6517,14.736,5.44,104.1746,5.278,6.732,308.553,13.0603,17.6479,55.995,64.0266,424.263,461.2625
Republic of Korea,1997,45941.537,23444.765,22496.772,653.059,246.809,29.2441,0.647,-109.13,1.5554,74.5313,70.5097,78.6152,60.4277,15.9047,14.215,5.372,104.2139,4.777,6.101,297.121,13.2753,17.9241,56.4258,64.4763,406.25,464.3233
Republic of Korea,1998,46230.878,23597.63,22633.247,624.901,245.301,29.6979,0.609,-98.044,1.4966,75.035,71.0082,79.1108,60.8958,16.1792,13.517,5.306,104.2609,4.358,5.655,281.561,13.5176,18.2258,56.8857,64.9396,379.6,467.2476
Republic of Korea,1999,46500.383,23742.864,22757.519,607.708,242.813,30.1657,0.554,-107.448,1.4694,75.6173,71.6845,79.5547,61.4081,16.4588,13.069,5.222,104.3298,3.923,5.054,257.45,13.8448,18.4555,57.4919,65.3144,364.895,469.9714
Republic of Korea,2000,46766.661,23887.084,22879.577,599.446,239.373,30.6526,0.588,-84.96,1.4672,76.2351,72.3179,80.1373,61.9796,16.803,12.818,5.118,104.4035,3.621,4.658,275.106,14.1681,18.8245,58.078,65.8524,360.073,472.6627
Republic of Korea,2001,47043.468,24021.27,23022.198,541.042,234.534,31.1757,0.592,-28.006,1.3423,76.9195,72.9873,80.8211,62.6237,17.2087,11.501,4.985,104.3396,3.132,4.09,278.508,14.5223,19.2859,58.7062,66.4978,306.508,475.4603
Republic of Korea,2002,47299.12,24130.655,23168.466,489.165,238.26,31.7408,0.492,-18.105,1.2271,77.2304,73.4166,80.9848,62.9001,17.341,10.342,5.037,104.153,2.671,3.56,232.797,14.7271,19.3547,59.0995,66.6294,250.905,478.0441
Republic of Korea,2003,47514.16,24220.929,23293.232,472.791,243.513,32.3289,0.415,-31.994,1.1986,77.4974,73.8362,81.0765,63.1243,17.426,9.951,5.125,103.9827,2.4,3.188,197.283,14.9191,19.3539,59.4762,66.6798,229.278,480.2175
Republic of Korea,2004,47697.076,24295.854,23401.222,455.459,244.365,32.931,0.353,-42.549,1.1639,77.9571,74.2802,81.5555,63.5438,17.6793,9.549,5.123,103.823,2.158,2.847,168.547,15.1296,19.665,59.8796,67.1199,211.094,482.0662
Republic of Korea,2005,47851.644,24355.325,23496.319,432.815,244.403,33.5514,0.294,-47.821,1.1151,78.4486,74.8434,81.9587,64.0014,17.9537,9.045,5.108,103.6559,1.918,2.527,140.59,15.4287,19.9287,60.408,67.4911,188.412,483.6284
Republic of Korea,2006,48006.518,24416.622,23589.895,440.301,242.709,34.1812,0.352,-28.434,1.1449,79.0348,75.3973,82.5487,64.5557,18.3242,9.172,5.056,103.5046,1.803,2.339,169.157,15.7304,20.3496,60.9294,68.0504,197.592,485.1937
Republic of Korea,2007,48178.118,24490.415,23687.703,462.242,245.91,34.8041,0.361,-42.293,1.215,79.4323,75.8607,82.8498,64.9216,18.5461,9.594,5.104,103.3887,1.763,2.244,174.045,15.978,20.5395,61.3613,68.3203,216.332,486.928
Republic of Korea,2008,48356.493,24568.989,23787.503,447.507,245.168,35.4151,0.378,-19.63,1.1905,79.9956,76.3192,83.5059,65.4581,18.927,9.254,5.07,103.2853,1.617,2.063,182.704,16.2337,21.0297,61.7928,68.9501,202.339,488.7308
Republic of Korea,2009,48546.687,24655.061,23891.625,437.242,244.868,36.0092,0.407,5.308,1.1777,80.5504,76.8982,83.9994,65.9897,19.2937,9.007,5.044,103.1954,1.504,1.926,197.683,16.5859,21.3937,62.3491,69.4199,192.374,490.6531
Republic of Korea,2010,48769.332,24755.452,24013.88,449.665,254.109,36.5898,0.508,52.042,1.2264,80.7172,77.0577,84.1893,66.1383,19.3724,9.22,5.21,103.0881,1.475,1.885,247.609,16.6446,21.5114,62.4902,69.5922,195.556,492.9033
Republic of Korea,2011,49127.644,24895.999,24231.645,455.314,256.249,37.2124,0.955,269.958,1.2581,81.1685,77.51,84.6178,66.5756,19.6726,9.268,5.216,102.7417,1.441,1.852,469.013,16.9172,21.8328,62.9291,70.0063,199.065,496.5247
Republic of Korea,2012,49599.58,25068.874,24530.706,460.037,267.039,37.8747,0.957,281.866,1.2737,81.3075,77.6953,84.7082,66.6966,19.7052,9.275,5.384,102.1939,1.383,1.776,474.859,16.9778,21.8561,63.0964,70.0792,192.998,501.2945
Republic of Korea,2013,50071.164,25241.689,24829.476,433.882,267.513,38.5382,0.935,301.926,1.2056,81.8356,78.2319,85.1872,67.2123,20.0379,8.665,5.343,101.6602,1.271,1.651,468.311,17.2828,22.2023,63.6206,70.546,166.369,506.0607
Republic of Korea,2014,50539.056,25412.647,25126.408,427.701,268.255,39.2068,0.925,308.037,1.197,82.3641,78.7374,85.7044,67.73,20.3473,8.463,5.308,101.1392,1.212,1.585,467.471,17.5303,22.5638,64.1155,71.0523,159.446,510.7896
Republic of Korea,2015,50983.912,25576.742,25407.17,424.787,278.964,39.8667,0.828,276.427,1.2017,82.5404,79.0161,85.7693,67.8947,20.3873,8.332,5.472,100.6674,1.165,1.523,422.241,17.6356,22.5603,64.3831,71.1054,145.823,515.2857
Republic of Korea,2016,51297.839,25698.156,25599.683,397.938,283.904,40.4777,0.401,91.568,1.1401,82.9204,79.4366,86.0908,68.2627,20.6093,7.757,5.534,100.3847,1.064,1.407,205.614,17.859,22.7863,64.7916,71.415,114.034,518.4585
Republic of Korea,2017,51486.27,25775.545,25710.726,356.023,288.803,41.0508,0.333,104.029,1.0351,83.2784,79.8529,86.3858,68.6105,20.825,6.915,5.609,100.2521,0.925,1.245,171.249,18.0934,22.998,65.1978,71.6997,67.22,520.3629
Republic of Korea,2018,51640.894,25836.216,25804.678,322.572,302.79,41.6201,0.267,118.22,0.9512,83.34,79.9455,86.4484,68.6635,20.8048,6.246,5.863,100.1222,0.811,1.106,137.998,18.0809,23.0118,65.2814,71.7546,19.782,521.9257
Republic of Korea,2019,51767.846,25882.76,25885.087,295.28,307.997,42.1839,0.224,128.622,0.8805,83.6846,80.3402,86.7402,68.998,21.0249,5.704,5.95,99.991,0.718,0.989,115.906,18.3148,23.232,65.666,72.0363,-12.717,523.2088
Republic of Korea,2020,51858.482,25903.431,25955.05,270.034,317.301,42.7594,0.126,112.631,0.8121,83.6752,80.2775,86.8,68.9836,21.6281,5.207,6.119,99.8011,0.639,0.886,65.365,18.9034,23.8447,65.5989,72.0906,-47.267,524.1248
Republic of Korea,2021,51848.398,25876.232,25972.166,259.3,328.052,43.3662,-0.165,-16.778,0.7829,83.8517,80.5243,86.9169,69.1448,21.6501,5.001,6.327,99.6306,0.581,0.799,-85.533,18.9857,23.8287,65.8304,72.1925,-68.752,524.0229
Republic of Korea,2022,51782.512,25840.655,25941.857,256.588,390.625,43.9438,-0.089,87.8,0.78,82.727,79.5707,85.7651,68.0154,20.5001,4.955,7.544,99.6099,0.552,0.78,-46.239,17.8523,22.8456,64.881,71.0264,-134.037,523.357
Republic of Korea,2023,51748.739,25831.859,25916.88,236.394,345.502,44.4859,-0.041,87.8,0.72,84.3288,81.1941,87.1577,69.632,21.3165,4.568,6.677,99.6719,0.495,0.684,-21.306,18.6268,23.5459,66.513,72.4402,-109.108,523.0157
Republic of Korea,2024,51717.59,25814.137,25903.453,240.982,357.948,45.05,-0.079,75.963,0.7338,84.4336,81.3172,87.2828,69.6964,21.6779,4.66,6.921,99.6552,0.472,0.623,-40.992,19.1737,23.724,66.5822,72.5407,-116.966,522.7008
